市公司,县公司,变电站,线路名称,可开放容量(kWh)
国网武汉供电公司,国网新洲区供电公司,涨渡湖变电站,10kV涨507湖区线,730.221
国网武汉供电公司,国网武汉市洪山供电中心,珞珈山变电站,10kV珈72珞工线,732.046
国网武汉供电公司,国网武汉市汉阳供电中心,芳草路变电站,10kV芳618芳清线,731.7
国网武汉供电公司,国网江夏区供电公司,红旗村变电站,10kV旗705农开二回,737.34
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,步行街变电站,10kV街93街美线,731.181
国网武汉供电公司,国网武汉市长江新区供电公司,柴泊变电站,10kV柴513环江线,736.469
国网武汉供电公司,国网江夏区供电公司,土地堂变电站,10kV土56五星线,742.574
国网武汉供电公司,国网江夏区供电公司,巡司河变电站,10kV巡512军运三回,736.137
国网武汉供电公司,国网江夏区供电公司,安山变电站,10kV安59安山线,740.604
国网武汉供电公司,国网江夏区供电公司,安山变电站,10kV安55株山线,739.619
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,明玉变电站,10kV明玉505明保二回,743.967
国网武汉供电公司,国网武汉市江岸供电中心,德胜堂变电站,10kV德35德湖线,742.197
国网武汉供电公司,国网武汉市武昌供电中心,桃子山变电站,10kV桃62津开线,744.953
国网武汉供电公司,国网东西湖区供电公司,常青变电站,10kV常612常花十六回线,741.587
国网武汉供电公司,国网黄陂区供电公司,盘龙变电站,10kV盘94恒达线,744.261
国网武汉供电公司,国网武汉市汉口供电中心,江发路变电站,10kV发40发安线,750.688
国网武汉供电公司,国网武汉市江岸供电中心,淌湖变电站,10kV淌75淌民线,752.375
国网武汉供电公司,国网武汉市江岸供电中心,淌湖变电站,10kV淌76淌盛线,754.937
国网武汉供电公司,国网武汉市长江新区供电公司,六指变电站,10kV六57甘棠线,764.679
国网武汉供电公司,国网武汉市青山供电中心,桂家湾变电站,10kV桂33桂馨线,766.715
国网武汉供电公司,国网武汉市汉口供电中心,三太里变电站,10kV太71民族线,764.573
国网武汉供电公司,国网江夏区供电公司,阳光变电站,10kV阳光614向阳新村线,770.508
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,东升变电站,20kV升703升云二回,764.163
国网武汉供电公司,国网武汉市江岸供电中心,沈阳路变电站,10kV沈88沈四线,769.503
国网武汉供电公司,国网武汉市汉口供电中心,仁寿路变电站,10kV仁77桥口线,771.515
国网武汉供电公司,国网武汉市武昌供电中心,紫阳湖变电站,10kV紫69起义门线,773.692
国网武汉供电公司,国网黄陂区供电公司,滠口变电站,10kV滠54轧钢线,781.02
国网武汉供电公司,国网武汉市汉阳供电中心,铁桥村变电站,10kV铁617国信线,781.815
国网武汉供电公司,国网武汉市汉口供电中心,荣华变电站,10kV荣513华通线,782.411
国网武汉供电公司,国网黄陂区供电公司,向阳变电站,10kV向59板桥线,791.913
国网武汉供电公司,国网武汉市长江新区供电公司,万咀变电站,10kV万66杜湾线,788.943
国网武汉供电公司,国网武汉市汉阳供电中心,博览变电站,10kV博68博酒店线,792.248
国网武汉供电公司,国网新洲区供电公司,问津变电站,10kV问616向东二回线,789.901
国网武汉供电公司,国网武汉市武昌供电中心,秦园路变电站,10kV秦61秦礼线,803.037
国网武汉供电公司,国网武汉市武昌供电中心,紫阳湖变电站,10kV紫66紫菜二回线,797.965
国网武汉供电公司,国网武汉市汉口供电中心,三太里变电站,10kV太60沿江线,794.75
国网武汉供电公司,国网武汉市武昌供电中心,梨园变电站,10kV梨59梨东线,796.485
国网武汉供电公司,国网江夏区供电公司,红旗村变电站,10kV旗516旗街一回线,802.563
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,白羊村变电站,10kV羊515羊清一回,807.959
国网武汉供电公司,国网蔡甸区供电公司,新农变电站,10kV农603西山林语线,796.484
国网武汉供电公司,国网武汉市武昌供电中心,汉街变电站,10kV汉606汉城线,804.281
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,葛店变电站,10kV葛505葛黄线,809.206
国网武汉供电公司,国网武汉市汉口供电中心,航侧变电站,10kV航68航马线,812.304
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,郑桥变电站,10kV郑705华软线,808.852
国网武汉供电公司,国网武汉市江岸供电中心,公安街变电站,10kV公68公滨线,813.089
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,步行街变电站,10kV街75街慧线,812.064
国网武汉供电公司,国网武汉市洪山供电中心,卓刀泉变电站,10kV卓60卓桂线,813.667
国网武汉供电公司,国网蔡甸区供电公司,索河变电站,10kV索59官桥线,810.865
国网武汉供电公司,国网武汉市洪山供电中心,楚康变电站,10kV康709康泉线,812.227
国网武汉供电公司,国网武汉市长江新区供电公司,高车变电站,10kV车705风斗湖线,815.221
国网武汉供电公司,国网武汉市青山供电中心,建五路变电站,10kV建503建奥线,814.583
国网武汉供电公司,国网武汉市洪山供电中心,南湖变电站,10kV南60江泰线,814.696
国网武汉供电公司,国网武汉市武昌供电中心,沙湖变电站,10kV沙55建委线,820.086
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,明玉变电站,10kV明玉904明格一回,815.433
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,旭日变电站,20kV旭906旭海二回,812.91
国网武汉供电公司,国网武汉市青山供电中心,大洲变电站,10kV洲85钢东一回,819.441
国网武汉供电公司,国网武汉市武昌供电中心,答王庙变电站,10kV答67答铁线,818.95
国网武汉供电公司,国网黄陂区供电公司,天河变电站,10kV天54红岭线,829.74
国网武汉供电公司,国网武汉市汉口供电中心,江发路变电站,10kV发81发华线,825.772
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,太山寺变电站,10kV寺502寺水线,833.617
国网武汉供电公司,国网武汉市长江新区供电公司,万咀变电站,10kV万58发展线,832.128
国网武汉供电公司,国网武汉市青山供电中心,群力村变电站,10kV群511群新一回,835.062
国网武汉供电公司,国网江夏区供电公司,岳府湾变电站,10kV岳57地球站线,832.074
国网武汉供电公司,国网东西湖区供电公司,滨江变电站,10kV滨512惠园二回线,829.335
国网武汉供电公司,国网武汉市江岸供电中心,沈阳路变电站,10kV沈67沈长线,831.857
国网武汉供电公司,国网武汉市汉阳供电中心,芳草路变电站,10kV芳517芳公园线,840.341
国网武汉供电公司,国网新洲区供电公司,城关变电站,10kV城55城北线,840.95
国网武汉供电公司,国网武汉市汉阳供电中心,桥机变电站,10kV桥515洲头线,842.114
国网武汉供电公司,国网江夏区供电公司,藏龙岛变电站,10kV藏57站开一回线,843.978
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,白羊村变电站,10kV羊514羊桂二回,840.814
国网武汉供电公司,国网东西湖区供电公司,梧桐变电站,10kV梧507桐环二回线,850.285
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,田家湾变电站,10kV田109田江线,845.549
国网武汉供电公司,国网武汉市洪山供电中心,宝安变电站,10kV宝84宝居线,847.515
国网武汉供电公司,国网东西湖区供电公司,慈惠变电站,10kV慈707慈明线,853.818
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,白羊村变电站,10kV羊705羊清二回,848.234
国网武汉供电公司,国网武汉市青山供电中心,建五路变电站,10kV建512钢城线,851.039
国网武汉供电公司,国网武汉市洪山供电中心,狮子山变电站,10kV狮504狮湖线,863.135
国网武汉供电公司,国网黄陂区供电公司,研子变电站,10kV研57研子线,875.999
国网武汉供电公司,国网武汉市汉阳供电中心,芳草路变电站,10kV芳504芳鱼线,869.163
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,新岭变电站,10kV岭84岭达线,867.085
国网武汉供电公司,国网武汉市汉阳供电中心,桥机变电站,10kV桥611桥泓线,871.808
国网武汉供电公司,国网武汉市汉口供电中心,永利村变电站,10kV永69永阳一回,879.475
国网武汉供电公司,国网武汉市汉口供电中心,澳门路变电站,10kV澳58澳华线,890.958
国网武汉供电公司,国网武汉市长江新区供电公司,高车变电站,10kV车608车堤二回,893.301
国网武汉供电公司,国网蔡甸区供电公司,知音变电站,10kV知704长江大学线,894.898
国网武汉供电公司,国网东西湖区供电公司,网安变电站,10kV网安708网数一回,890.301
国网武汉供电公司,国网武汉市汉口供电中心,营房村变电站,10kV营503营中线,893.591
国网武汉供电公司,国网武汉市江岸供电中心,西马路变电站,10kV西72西惠线,892.354
国网武汉供电公司,国网武汉市汉口供电中心,唐家墩变电站,10kV唐58唐广线,890.467
国网武汉供电公司,国网武汉市洪山供电中心,曹家铺变电站,10kV曹60曹府线,902.76
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,三角湖变电站,10kV角403角蔡线,903.268
国网武汉供电公司,国网东西湖区供电公司,三金潭变电站,10kV潭63龙腾线,900.336
国网武汉供电公司,国网黄陂区供电公司,宋岗变电站,10kV宋604临九二回,904.157
国网武汉供电公司,国网武汉市东湖新技术开发区供电公司,锦绣变电站,10kV锦602锦枫二回,911.347
国网武汉供电公司,国网武汉市洪山供电中心,楚平路变电站,10kV楚905楚蓝海线,912.781
国网武汉供电公司,国网武汉市汉口供电中心,王家墩变电站,10kV王716王淮线,916.224
国网武汉供电公司,国网武汉市洪山供电中心,北港变电站,10kV港70港九线,914.911
国网武汉供电公司,国网武汉市武昌供电中心,下新河变电站,10kV下75下首府线,924.262
国网武汉供电公司,国网武汉市青山供电中心,大洲变电站,10kV洲73公园家线,928.086
国网武汉供电公司,国网武汉市青山供电中心,大洲变电站,10kV洲56现代线,927.623
国网武汉供电公司,国网武汉市汉阳供电中心,腰路堤变电站,10kV腰610腰园线,928.018
国网武汉供电公司,国网武汉市汉口供电中心,西湖变电站,10kV湖605湖新线,927.729
国网武汉供电公司,国网黄陂区供电公司,天河变电站,10kV天58汪天线,926.481
国网武汉供电公司,国网蔡甸区供电公司,土山变电站,10kV土91新民线,927.508
国网武汉供电公司,国网武汉市武昌供电中心,彭刘杨变电站,10kV彭55阅马场线,927.411
国网武汉供电公司,国网武汉市汉口供电中心,精武路变电站,10kV精武608精越一回,932.534
国网武汉供电公司,国网黄陂区供电公司,王家河变电站,10kV王58彭岗线,929.115
国网武汉供电公司,国网武汉市汉阳供电中心,黄金口变电站,10kV口57口黄线,939.138
国网武汉供电公司,国网武汉市青山供电中心,园林路变电站,10kV冶建线园75,931.908
国网武汉供电公司,国网武汉市武昌供电中心,沙湖变电站,10kV沙67沙环线,944.615
国网武汉供电公司,国网东西湖区供电公司,马池变电站,10kV马62汉水线,946.223
国网武汉供电公司,国网武汉市青山供电中心,园林路变电站,10kV园86钢都线,942.309
国网武汉供电公司,国网江夏区供电公司,藏龙岛变电站,10kV藏61藏开一回线,952.32
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,枫树变电站,10kV枫63枫誉线,952.576
国网武汉供电公司,国网黄陂区供电公司,环城变电站,10kV环502五里线,968.624
国网武汉供电公司,国网武汉市汉阳供电中心,米粮山变电站,10kV米504米锦绣线,961.957
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,纱帽变电站,10kV纱66纱信线,968.439
国网武汉供电公司,国网江夏区供电公司,岳府湾变电站,10kV岳63胜利线,971.212
国网武汉供电公司,国网武汉市汉口供电中心,永利村变电站,10kV永56永春线,969.432
国网武汉供电公司,国网武汉市洪山供电中心,狮子山变电站,10kV狮521狮韵线,973.65
国网武汉供电公司,国网江夏区供电公司,巴登城变电站,10kV登72登幸二回,978.234
国网武汉供电公司,国网武汉市江岸供电中心,谌家矶变电站,10kV谌55食品线,981.669
国网武汉供电公司,国网新洲区供电公司,问津变电站,10kV问514公路段线,981.23
国网武汉供电公司,国网武汉市经开区（汉南区）供电公司,沌口变电站,10kV沌68新民线,978.561
国网武汉供电公司,国网武汉市汉口供电中心,宗关变电站,10kV宗602四明线,989.683
